Customer_ID,Nama,Usia,Pekerjaan,Penghasilan_Bulanan_Juta,Kemampuan_Teknologi,Kebutuhan_Bisnis,Beli_Windows,Tanggal_Registrasi
CUST17231,"Tantri Yuliarti, S.Kom",51,Freelancer,1.32,0.87,0.89,0,2025-09-25
CUST17232,Danu Hardiansyah,36,Konsultan,14.9,0.86,0.75,1,2025-10-10
CUST17233,Hasna Hakim,50,Mahasiswa,1.5,0.73,0.66,0,2025-09-23
CUST17234,Dr. Dewi Suryono,63,Blogger,2.65,0.1,0.53,0,2025-09-02
CUST17235,Jumari Wahyuni,44,Driver Online,4.7,0.99,0.48,1,2025-11-08
CUST17236,Bakiono Najmudin,25,Hotel Staff,5.94,0.9,0.05,0,2024-11-28
CUST17237,Hamima Hakim,24,Sales,9.53,0.0,0.71,0,2025-07-27
CUST17238,Cut Ina Wibisono,53,Manager,33.39,0.06,0.47,0,2025-04-13
CUST17239,"Hasim Tarihoran, S.Ked",42,Freelancer,1.73,0.09,0.06,0,2024-12-06
CUST17240,Gaiman Nashiruddin,39,Engineer,15.36,0.63,0.49,1,2025-06-01
CUST17241,Michelle Jailani,45,Freelancer,3.89,0.28,0.41,0,2025-07-28
CUST17242,Yuliana Farida,48,Perawat,9.67,0.24,0.94,0,2025-07-03
CUST17243,R. Irsad Jailani,32,Dokter,12.72,0.37,0.59,1,2025-02-22
CUST17244,Eli Nababan,20,YouTuber,15.11,0.4,0.01,1,2025-08-01
CUST17245,Drs. Laras Hidayanto,39,Konsultan,9.42,0.71,0.24,0,2025-06-29
CUST17246,Aisyah Yuliarti,55,YouTuber,10.24,0.99,0.95,1,2025-06-02
CUST17247,Ani Prastuti,47,YouTuber,8.25,0.05,0.14,0,2025-04-08
CUST17248,Sabri Iswahyudi,65,Koki,7.13,0.92,0.92,1,2025-03-04
CUST17249,Nardi Thamrin,59,Wiraswasta,3.78,0.91,0.85,0,2025-07-21
CUST17250,"Laila Lailasari, S.Gz",43,Manager,32.06,0.7,0.13,1,2025-02-01
CUST17251,Dadap Pranowo,35,Perawat,4.98,0.28,0.74,0,2025-09-05
CUST17252,Ian Winarno,64,Engineer,12.83,0.44,0.54,1,2025-07-23
CUST17253,Balapati Kusmawati,19,Freelancer,1.14,0.32,0.75,1,2025-11-01
CUST17254,"Heru Sirait, M.Pd",55,Freelancer,3.15,0.97,0.53,0,2025-02-18
CUST17255,Asirwanda Nashiruddin,53,Designer,8.24,0.05,0.18,0,2025-02-20
CUST17256,Ulva Hariyah,19,Guru,7.41,0.42,0.07,0,2025-06-30
CUST17257,"Devi Sitompul, S.Ked",50,Driver Online,2.98,0.18,0.49,0,2025-06-04
CUST17258,Olga Adriansyah,24,Dosen,32.48,0.21,0.97,1,2025-02-03
CUST17259,Halim Rahimah,35,Pengusaha,27.26,0.25,0.13,1,2025-02-23
CUST17260,Laila Permata,51,Dosen,17.78,0.92,0.44,1,2025-02-01
CUST17261,Fathonah Haryanto,26,Manager,17.77,0.42,0.65,1,2025-01-05
CUST17262,Artawan Tampubolon,35,PNS,6.84,0.92,0.89,1,2025-05-08
CUST17263,Bagus Suartini,60,Manager,27.42,0.64,0.12,0,2025-10-20
CUST17264,Nova Gunarto,65,Konsultan,19.85,0.35,0.36,0,2024-12-25
CUST17265,Agus Prakasa,46,Koki,7.13,0.34,0.97,0,2025-11-13
CUST17266,Kardi Safitri,50,Mahasiswa,3.54,0.2,0.8,0,2025-03-01
CUST17267,Dalimin Halim,36,Programmer,11.92,0.25,0.59,0,2025-06-21
CUST17268,"Tgk. Cawisono Suryatmi, S.E.",22,Marketing,16.88,0.86,0.09,1,2025-05-18
CUST17269,"Puti Sarah Nurdiyanti, S.IP",40,Designer,10.72,0.81,0.83,1,2024-12-12
CUST17270,Ir. Puti Kurniawan,42,Pengusaha,10.77,0.98,0.1,1,2024-12-09
CUST17271,"R. Tomi Mulyani, S.Ked",38,Pengusaha,12.4,0.26,0.47,0,2025-02-20
CUST17272,Humaira Nashiruddin,44,YouTuber,9.7,0.09,0.5,1,2025-11-07
CUST17273,"Dina Maryadi, S.T.",56,Dosen,15.22,0.98,0.98,1,2025-07-17
CUST17274,"Drs. Zizi Melani, M.M.",33,Programmer,7.71,0.89,0.16,1,2025-06-19
CUST17275,Luhung Suartini,43,Freelancer,1.59,0.55,0.46,0,2025-01-04
CUST17276,Puspa Haryanti,38,Perawat,7.03,0.59,0.97,0,2025-09-16
CUST17277,Dwi Purwanti,56,Engineer,13.17,0.65,0.15,0,2024-12-24
CUST17278,Lintang Prasetya,38,YouTuber,2.6,0.26,0.92,1,2025-04-10
CUST17279,Fathonah Kusumo,27,Blogger,10.15,0.27,0.9,0,2025-06-25
CUST17280,Yance Sitorus,52,Designer,6.4,0.34,0.88,0,2025-09-20
CUST17281,drg. Darijan Sihombing,44,Guru,8.98,0.2,0.7,0,2025-02-09
CUST17282,"Suci Utami, S.H.",33,Akuntan,6.4,0.51,0.48,0,2025-04-17
CUST17283,drg. Maimunah Astuti,36,Marketing,6.75,0.16,0.07,0,2025-07-12
CUST17284,Tgk. Maya Mandasari,24,Pensiunan,3.94,0.73,0.52,1,2025-05-16
CUST17285,Hartana Prasasta,34,Konsultan,10.16,0.15,0.67,1,2025-02-20
CUST17286,Siti Kuswoyo,25,Dosen,22.05,0.93,0.5,1,2025-07-11
CUST17287,Warta Megantara,61,Hotel Staff,5.16,0.34,0.89,0,2025-02-17
CUST17288,"Drs. Fitria Waskita, S.E.I",18,Peneliti,2.96,0.82,0.14,0,2025-01-26
CUST17289,Anggabaya Usada,28,Arsitek,30.24,0.63,0.71,1,2025-06-03
CUST17290,"Tgk. Puput Budiyanto, S.H.",20,Koki,5.04,0.16,0.39,0,2024-12-25
CUST17291,"Dr. Jamal Siregar, M.Kom.",27,Driver Online,4.79,0.08,0.67,0,2024-12-01
CUST17292,Puti Vivi Mulyani,65,Dosen,17.61,0.28,0.2,0,2025-10-11
CUST17293,Oliva Permadi,32,Karyawan Swasta,4.55,0.01,0.6,0,2025-01-16
CUST17294,"Usman Nurdiyanti, S.H.",41,YouTuber,23.3,0.51,0.6,1,2025-01-07
CUST17295,Gasti Pranowo,58,YouTuber,15.37,0.79,0.82,1,2025-03-23
CUST17296,"Drs. Niyaga Lailasari, S.Gz",34,Arsitek,20.05,0.71,0.26,1,2025-09-07
CUST17297,"dr. Gandewa Sitompul, S.Pt",34,Marketing,7.31,0.04,0.62,1,2025-06-12
CUST17298,"Rahmi Hariyah, S.T.",38,Konsultan,12.85,0.73,0.46,0,2025-03-23
CUST17299,Kamaria Novitasari,43,Dokter,29.94,0.93,0.64,1,2024-12-03
CUST17300,"Elvina Zulaika, S.Gz",40,YouTuber,23.07,0.85,0.79,1,2024-12-12
CUST17301,Puji Sihombing,24,Freelancer,1.4,0.96,0.24,0,2025-02-23
CUST17302,Prima Siregar,20,Peneliti,3.22,0.67,0.13,0,2025-08-15
CUST17303,"Sutan Lega Sinaga, M.TI.",36,Konsultan,12.17,0.29,0.86,0,2025-05-13
CUST17304,"R. Cinta Ardianto, S.Ked",54,Hotel Staff,6.95,0.59,0.75,1,2025-11-17
CUST17305,Tasdik Suryatmi,34,Arsitek,10.06,0.07,0.8,1,2025-01-10
CUST17306,"Kayla Kuswandari, M.Pd",61,Koki,4.44,0.75,0.03,0,2025-08-19
CUST17307,Harimurti Wahyuni,30,Blogger,8.46,0.12,0.02,0,2025-07-29
CUST17308,Cut Dina Pratama,31,Programmer,8.9,0.95,0.69,1,2025-08-10
CUST17309,Oliva Zulaika,42,Arsitek,28.11,0.57,0.59,1,2025-02-23
CUST17310,Kasim Fujiati,50,Blogger,14.04,0.4,0.99,0,2025-03-30
CUST17311,Liman Mahendra,33,Hotel Staff,3.25,0.41,0.97,1,2025-08-22
CUST17312,Karimah Wasita,59,Sales,4.98,0.38,0.11,0,2025-09-11
CUST17313,Zulfa Sitompul,30,Dokter,24.79,0.41,0.45,1,2025-06-14
CUST17314,Ifa Rahmawati,50,Akuntan,12.84,0.05,0.62,0,2025-01-25
CUST17315,Halima Pradana,65,YouTuber,6.75,0.34,0.89,1,2024-12-18
CUST17316,Dr. Rudi Sirait,40,Hotel Staff,3.48,0.18,0.44,0,2025-06-07
CUST17317,"R.A. Diana Hutapea, M.Ak",65,Marketing,14.51,0.53,0.53,0,2025-10-12
CUST17318,Clara Wibisono,52,Karyawan Swasta,7.54,0.38,0.47,0,2025-07-31
CUST17319,"Mahdi Wastuti, S.I.Kom",64,Perawat,6.89,0.77,0.84,1,2025-09-11
CUST17320,dr. Intan Haryanto,24,Dosen,10.96,0.02,0.64,0,2025-09-21
CUST17321,Vera Salahudin,62,Sales,5.91,0.89,0.89,1,2025-09-10
CUST17322,Cinta Sihombing,56,Hotel Staff,4.16,0.0,0.22,0,2025-01-10
CUST17323,"Oni Wahyudin, M.Kom.",41,Arsitek,14.03,0.34,0.71,0,2025-02-21
CUST17324,"Wani Gunarto, M.M.",27,YouTuber,6.34,0.1,0.68,1,2024-11-26
CUST17325,Muhammad Yulianti,33,Pengusaha,12.62,0.68,0.47,1,2025-07-17
CUST17326,Septi Pradipta,41,Mahasiswa,1.37,0.5,0.12,0,2025-04-07
CUST17327,Hilda Budiman,43,Konsultan,19.98,0.62,0.68,1,2025-08-14
CUST17328,Ilsa Thamrin,28,Guru,8.53,0.44,0.92,0,2025-02-18
CUST17329,Aditya Nasyidah,55,Designer,17.3,0.49,0.45,0,2025-04-14
CUST17330,"Hj. Carla Hutasoit, S.Pt",53,PNS,4.37,0.2,0.52,0,2025-03-17
CUST17331,Jumari Nasyiah,24,Arsitek,20.62,0.47,0.32,1,2025-08-13
CUST17332,Titi Rajata,28,Content Creator,2.71,0.86,0.6,1,2025-08-30
CUST17333,Adinata Nasyidah,56,Marketing,19.13,0.93,0.56,1,2025-05-02
CUST17334,Widya Budiman,20,Dosen,10.01,0.96,0.04,1,2025-09-01
CUST17335,KH. Ivan Puspasari,29,Hotel Staff,5.46,0.68,0.54,0,2024-11-24
CUST17336,Puspa Wulandari,45,Manager,10.47,0.05,0.39,0,2025-08-24
CUST17337,Harja Iswahyudi,20,PNS,3.38,0.26,0.61,0,2024-12-03
CUST17338,"Hj. Farhunnisa Pranowo, S.Farm",34,Freelancer,3.89,0.93,0.31,1,2025-01-08
CUST17339,Titi Sihombing,32,Programmer,6.24,0.81,0.76,1,2025-08-03
CUST17340,Yuliana Mulyani,25,Sales,7.21,0.17,0.83,0,2025-05-23
CUST17341,Gawati Zulkarnain,62,Mahasiswa,2.42,0.16,0.23,0,2025-02-03
CUST17342,"R.M. Catur Saptono, S.T.",39,Perawat,8.15,0.09,0.24,0,2025-05-11
CUST17343,Adiarja Rahimah,58,Marketing,10.66,0.04,0.55,0,2025-06-03
CUST17344,dr. Rika Prasetya,23,Sales,3.99,0.33,0.26,0,2025-04-28
CUST17345,Vera Budiyanto,37,Koki,5.63,0.54,0.93,0,2025-10-16
CUST17346,Tiara Utami,21,Pengusaha,28.42,0.46,0.65,1,2025-04-27
CUST17347,Prabawa Fujiati,64,Konsultan,6.0,0.61,0.8,0,2025-08-03
CUST17348,Bakiono Gunawan,35,Dosen,16.32,0.37,0.08,0,2025-09-27
CUST17349,Suci Wulandari,18,Arsitek,12.74,0.29,0.52,1,2025-11-06
CUST17350,Taswir Nasyiah,55,Programmer,10.54,0.91,0.07,1,2025-09-03
CUST17351,Anggabaya Gunarto,43,Hotel Staff,8.75,0.1,0.14,0,2025-07-18
CUST17352,"Irfan Saptono, S.Gz",31,Akuntan,16.41,0.41,0.47,1,2025-10-13
CUST17353,Jaka Kuswoyo,32,Karyawan Swasta,4.46,0.92,0.72,1,2025-10-03
CUST17354,Mutia Siregar,26,Konsultan,19.25,0.8,0.13,1,2025-01-19
CUST17355,Waluyo Irawan,54,Pensiunan,2.97,0.09,0.76,0,2025-01-27
CUST17356,Yani Waskita,53,Content Creator,19.54,0.36,0.71,0,2024-12-09
CUST17357,Opung Uwais,42,Mahasiswa,2.81,0.03,0.75,0,2025-08-17
CUST17358,Mustofa Utami,42,Sales,8.97,0.53,0.88,1,2025-08-22
CUST17359,Darmaji Fujiati,60,Driver Online,2.59,0.13,0.34,0,2024-12-29
CUST17360,Panca Puspasari,18,Hotel Staff,6.23,0.2,0.69,0,2025-07-08
CUST17361,Gilang Aryani,58,Arsitek,27.87,0.52,0.19,0,2025-05-19
CUST17362,Atmaja Prastuti,41,Koki,2.23,0.73,0.83,0,2025-09-11
CUST17363,"Cut Malika Melani, M.Kom.",34,Content Creator,4.37,0.66,0.09,0,2025-10-28
CUST17364,Malika Wahyuni,24,Marketing,5.24,0.91,0.1,1,2025-09-08
CUST17365,Cecep Mangunsong,18,Wiraswasta,7.26,0.36,0.18,0,2025-06-15
CUST17366,"Karman Ardianto, S.Pd",49,Designer,14.32,0.03,0.27,0,2025-06-01
CUST17367,"Usyi Manullang, S.Farm",55,Akuntan,17.33,0.87,0.88,1,2025-01-30
CUST17368,Betania Putra,62,Wiraswasta,7.48,0.85,0.48,0,2025-02-27
CUST17369,Lantar Nasyidah,46,Driver Online,1.26,0.84,0.69,0,2025-07-01
CUST17370,"Teguh Setiawan, S.T.",37,Pengusaha,30.2,0.76,0.86,1,2025-03-29
CUST17371,"Puti Zaenab Usamah, S.Gz",43,Guru,7.66,0.15,0.73,0,2025-06-03
CUST17372,Siska Permata,20,Manager,29.3,0.71,0.85,1,2025-06-26
CUST17373,"R.M. Galiono Wibisono, S.Ked",49,Content Creator,17.71,0.66,0.01,1,2024-12-19
CUST17374,R.A. Irma Hariyah,33,Pengusaha,22.34,0.97,0.86,1,2024-12-19
CUST17375,Devi Yolanda,50,Designer,14.13,0.75,0.48,1,2025-06-09
CUST17376,Rahmi Kuswandari,45,Sales,6.64,0.44,0.06,0,2025-09-28
CUST17377,"Prayoga Manullang, S.H.",31,Wiraswasta,2.1,0.49,0.05,0,2025-05-31
CUST17378,"Tami Napitupulu, M.TI.",62,Karyawan Swasta,4.96,0.28,0.43,0,2024-12-16
CUST17379,Gamani Riyanti,30,YouTuber,22.23,0.69,0.53,1,2025-03-24
CUST17380,"Ir. Restu Wacana, S.Psi",25,Manager,23.22,0.71,0.52,1,2025-03-28
CUST17381,"H. Kurnia Nainggolan, S.H.",42,Hotel Staff,6.49,0.91,0.83,1,2025-04-30
CUST17382,Julia Hasanah,57,Programmer,10.34,0.0,0.65,0,2024-12-29
CUST17383,Bahuwirya Sinaga,55,Blogger,17.75,0.63,0.99,0,2025-07-12
CUST17384,Gangsa Purnawati,24,Designer,12.77,0.88,0.93,1,2025-02-02
CUST17385,"dr. Ina Suryatmi, M.Farm",35,Karyawan Swasta,6.56,0.87,0.65,0,2025-08-02
CUST17386,R.A. Qori Rahayu,44,Guru,6.04,0.93,0.34,0,2024-12-27
CUST17387,Niyaga Prasetyo,59,PNS,4.24,0.72,0.22,0,2025-08-14
CUST17388,Cut Qori Maryadi,26,Konsultan,8.89,0.09,0.17,0,2025-01-01
CUST17389,"Anastasia Utama, S.Kom",61,Designer,8.85,0.96,0.3,0,2025-05-26
CUST17390,"R.M. Limar Budiyanto, M.Ak",47,Pengusaha,28.18,0.92,0.53,1,2025-03-24
CUST17391,"drg. Violet Hutasoit, S.Sos",31,Pengusaha,28.52,0.46,0.74,1,2025-08-17
CUST17392,Dt. Marwata Wahyudin,45,Perawat,6.03,0.56,0.62,1,2025-05-14
CUST17393,Sabrina Natsir,26,Programmer,6.04,0.48,0.8,1,2025-09-25
CUST17394,Zelaya Tamba,48,Engineer,13.16,0.82,0.55,1,2025-02-26
CUST17395,Calista Hutagalung,64,Dosen,12.99,0.41,0.71,0,2025-04-27
CUST17396,Hj. Rahmi Santoso,47,Perawat,9.5,0.87,0.32,0,2025-01-11
CUST17397,Utama Latupono,53,Perawat,4.18,0.68,0.15,0,2025-03-09
CUST17398,Kani Melani,46,Konsultan,7.77,0.99,0.04,0,2025-07-28
CUST17399,Kania Padmasari,34,Freelancer,2.7,0.68,0.2,0,2025-07-30
CUST17400,Darijan Mustofa,48,Marketing,6.11,0.88,0.69,1,2025-06-06
CUST17401,"Panca Lazuardi, S.E.I",51,Content Creator,21.77,0.08,0.08,0,2025-08-15
CUST17402,Bella Napitupulu,41,Pensiunan,2.4,0.69,0.96,1,2025-09-12
CUST17403,"Luhung Pranowo, S.H.",24,Dokter,16.27,0.74,0.96,1,2025-03-01
CUST17404,Jefri Saptono,28,Karyawan Swasta,6.51,0.36,0.79,1,2025-08-10
CUST17405,Vega Firgantoro,22,Hotel Staff,6.17,0.07,0.43,0,2025-11-15
CUST17406,Sabrina Fujiati,39,YouTuber,2.91,0.36,0.15,0,2025-08-20
CUST17407,"drg. Amelia Saragih, S.E.",39,Karyawan Swasta,4.67,0.57,0.22,0,2025-01-06
CUST17408,"Hj. Ani Thamrin, M.M.",62,YouTuber,10.79,0.07,0.3,0,2025-11-16
CUST17409,Dina Hutapea,18,Freelancer,4.12,0.58,0.76,0,2025-07-18
CUST17410,Citra Pratiwi,43,Dosen,17.61,0.26,0.95,0,2025-01-24
CUST17411,Jasmani Saputra,59,Pensiunan,7.99,0.37,0.79,0,2025-01-23
CUST17412,Rachel Zulkarnain,54,Content Creator,15.23,0.25,0.02,0,2025-05-10
CUST17413,dr. Betania Suryono,19,Akuntan,5.59,0.2,0.93,0,2025-08-04
CUST17414,Taufik Nasyidah,53,Pensiunan,7.2,0.98,0.38,0,2025-07-28
CUST17415,Dr. Halima Susanti,65,Arsitek,14.41,0.64,0.55,0,2025-02-05
CUST17416,Halim Utami,25,Koki,3.01,0.6,0.67,0,2025-01-30
CUST17417,"Dr. Vino Latupono, S.Pt",27,Pensiunan,2.26,0.57,0.44,0,2024-12-01
CUST17418,Tira Manullang,21,Blogger,11.31,0.38,0.29,0,2025-06-25
CUST17419,R.A. Raisa Purwanti,32,PNS,5.46,0.63,0.04,0,2025-01-03
CUST17420,"Ir. Lalita Suartini, S.I.Kom",26,Engineer,7.36,0.39,0.44,1,2025-01-10
CUST17421,Usyi Prakasa,29,Designer,16.64,0.15,0.46,1,2025-03-22
CUST17422,Asirwada Farida,60,Mahasiswa,4.75,0.86,1.0,0,2025-04-10
CUST17423,Ella Nasyidah,52,Programmer,16.41,0.53,0.63,1,2025-07-13
CUST17424,Ami Winarno,28,Pensiunan,7.39,0.04,0.53,0,2025-03-25
CUST17425,"Farhunnisa Halim, S.Ked",57,Konsultan,11.55,0.77,0.98,1,2025-06-01
CUST17426,Drs. Makuta Marbun,29,Karyawan Swasta,4.59,0.29,0.51,0,2025-05-11
CUST17427,"dr. Queen Anggraini, S.Psi",21,Programmer,12.27,0.88,0.51,1,2024-12-24
CUST17428,H. Harsanto Pranowo,39,Mahasiswa,2.36,0.46,0.39,0,2025-04-08
CUST17429,Nasim Lestari,42,YouTuber,20.46,0.74,0.07,0,2025-04-19
CUST17430,Faizah Thamrin,20,Mahasiswa,1.91,0.49,0.51,0,2025-03-24
CUST17431,Maimunah Sinaga,57,Engineer,17.63,0.32,0.71,1,2025-01-08
CUST17432,Manah Purwanti,39,Karyawan Swasta,7.97,0.21,0.8,0,2025-07-24
CUST17433,Citra Habibi,39,Programmer,7.9,0.83,0.86,1,2025-03-09
CUST17434,"Halim Wijayanti, S.Psi",53,Marketing,19.0,0.37,0.37,0,2025-06-10
CUST17435,Jamalia Melani,47,Designer,12.23,0.73,0.36,0,2024-12-29
CUST17436,Tirtayasa Rajata,47,Content Creator,9.89,0.02,0.28,0,2025-04-12
CUST17437,Olivia Yolanda,40,Content Creator,20.9,0.92,0.43,1,2025-02-08
CUST17438,Dirja Sinaga,35,Karyawan Swasta,7.88,0.18,0.56,0,2025-11-01
CUST17439,Rika Uyainah,35,Pengusaha,18.63,0.17,0.99,1,2025-04-20
CUST17440,"Ir. Sabrina Yuniar, S.E.",51,Konsultan,5.9,0.76,0.83,0,2025-05-17
CUST17441,Carla Zulaika,39,Pengusaha,25.09,0.54,0.66,0,2025-02-27
CUST17442,"Sutan Bakiman Wahyudin, S.Pd",35,Peneliti,7.05,0.27,0.1,0,2025-02-18
CUST17443,Nugraha Putra,50,Mahasiswa,4.44,0.48,0.93,0,2025-04-20
CUST17444,Hendra Habibi,21,PNS,7.27,0.83,0.63,1,2025-05-05
CUST17445,"Vicky Widiastuti, M.M.",65,PNS,6.09,0.13,0.71,0,2025-02-06
CUST17446,Mala Hartati,51,Perawat,4.25,0.54,0.1,0,2024-11-27
CUST17447,Cahyono Puspita,30,Designer,12.71,0.94,0.07,1,2025-03-11
CUST17448,Amalia Mahendra,18,Koki,3.09,0.06,0.01,0,2025-07-13
CUST17449,"Salwa Ardianto, S.Farm",63,Karyawan Swasta,3.92,0.82,0.67,0,2024-12-02
CUST17450,Dr. Ajeng Wijayanti,50,Pensiunan,3.29,0.91,1.0,0,2025-01-12
CUST17451,"Gandi Uyainah, M.Kom.",30,Sales,5.67,0.46,0.84,1,2025-03-15
CUST17452,"drg. Padma Nainggolan, S.Pt",18,Arsitek,31.38,0.42,0.59,1,2025-04-10
CUST17453,Zahra Hutapea,19,Hotel Staff,6.45,0.89,0.73,1,2025-09-03
CUST17454,"Upik Yuniar, S.Psi",59,Designer,6.61,0.16,0.58,0,2025-06-17
CUST17455,Kardi Yolanda,49,Pengusaha,23.25,0.12,0.55,0,2025-11-09
CUST17456,Marsito Dongoran,49,Freelancer,3.51,0.22,0.18,0,2025-11-22
CUST17457,Baktianto Laksmiwati,44,Dokter,25.94,0.69,0.0,1,2025-10-24
CUST17458,Widya Hidayat,34,Engineer,17.92,0.05,0.92,1,2025-10-15
CUST17459,"Puti Latika Hardiansyah, S.IP",53,Arsitek,11.43,0.58,0.63,1,2025-01-01
CUST17460,Ajimin Mulyani,54,YouTuber,18.08,0.21,0.11,0,2025-02-21
CUST17461,Endra Hassanah,44,Karyawan Swasta,7.49,0.39,0.1,0,2025-03-03
CUST17462,Pia Pranowo,48,Guru,7.92,0.31,0.95,0,2025-03-28
CUST17463,"dr. Natalia Megantara, S.I.Kom",34,Dosen,14.5,0.38,0.85,0,2025-01-23
CUST17464,Sabrina Santoso,26,Content Creator,3.92,0.5,0.93,1,2025-08-06
CUST17465,Humaira Situmorang,21,Arsitek,29.04,0.48,0.1,1,2025-06-04
CUST17466,Almira Ramadan,36,Konsultan,8.03,0.18,0.79,0,2025-07-25
CUST17467,Puti Kania Salahudin,20,Arsitek,16.24,0.06,0.8,1,2025-08-23
CUST17468,"drg. Azalea Lestari, S.Ked",64,Marketing,17.12,0.32,1.0,1,2025-06-23
CUST17469,"Jamalia Sudiati, S.Gz",41,Driver Online,4.88,0.17,0.57,0,2025-08-18
CUST17470,Cut Cindy Puspasari,23,Sales,7.63,0.49,0.51,1,2025-01-20
CUST17471,Zelda Riyanti,54,Engineer,17.47,0.35,0.24,1,2025-02-08
CUST17472,Argono Maheswara,65,Guru,9.62,0.45,0.98,0,2024-12-21
CUST17473,H. Bakianto Rajata,23,Content Creator,14.04,0.38,0.74,1,2025-10-29
CUST17474,"Humaira Zulaika, S.Psi",18,Akuntan,16.9,0.03,0.31,0,2025-04-05
CUST17475,Jelita Sihombing,31,Pensiunan,4.93,0.02,0.78,0,2025-10-15
CUST17476,Genta Wijaya,64,Akuntan,16.21,0.7,0.8,0,2025-03-25
CUST17477,Umay Fujiati,62,Sales,3.24,0.45,0.9,0,2025-01-06
CUST17478,Viktor Mandala,18,Guru,3.21,0.52,0.73,0,2025-01-09
CUST17479,Gatot Suartini,26,Dokter,13.33,0.19,0.63,0,2025-01-26
CUST17480,dr. Ilyas Hartati,30,Engineer,16.8,0.49,0.26,1,2024-12-13
CUST17481,Kambali Dabukke,22,Manager,19.37,0.14,0.49,1,2025-06-14
CUST17482,"Elisa Prasetya, S.H.",34,Perawat,7.38,0.91,0.78,1,2025-08-20
CUST17483,Among Sitompul,41,Konsultan,14.7,0.98,0.83,1,2025-08-19
CUST17484,Erik Santoso,49,Designer,8.71,0.81,0.44,1,2025-05-01
CUST17485,"R.A. Queen Zulaika, M.Ak",20,Designer,15.13,0.05,0.87,1,2025-04-07
CUST17486,Darmanto Hassanah,53,Akuntan,8.99,0.93,0.17,0,2024-12-18
CUST17487,Melinda Anggraini,30,Blogger,10.73,0.45,0.94,1,2025-04-25
CUST17488,"Sutan Kacung Saefullah, M.Pd",24,Arsitek,30.41,0.33,0.45,1,2024-12-17
CUST17489,Laras Lazuardi,36,Akuntan,12.83,0.58,0.39,0,2024-12-23
CUST17490,"KH. Luis Maryati, S.IP",62,Engineer,14.04,0.28,0.14,0,2025-06-30
CUST17491,Carla Thamrin,57,YouTuber,12.59,0.06,0.09,0,2025-10-11
CUST17492,Sabri Budiman,33,Freelancer,2.57,0.39,0.63,0,2024-12-11
CUST17493,Jagaraga Marpaung,21,Koki,4.07,0.6,0.48,0,2025-02-04
CUST17494,Emin Marpaung,32,PNS,3.7,0.97,0.61,0,2025-01-29
CUST17495,Cinthia Purnawati,52,PNS,2.26,0.76,0.54,0,2025-02-18
CUST17496,Dacin Dabukke,41,Hotel Staff,6.47,0.13,0.26,0,2025-08-05
CUST17497,Arsipatra Wibowo,50,PNS,6.57,0.4,0.5,0,2025-03-31
CUST17498,drg. Emil Gunarto,43,YouTuber,24.19,0.22,0.43,0,2024-12-30
CUST17499,"R. Lasmono Firgantoro, S.Sos",64,Arsitek,30.46,0.97,0.46,0,2025-04-03
CUST17500,Kayun Salahudin,32,Pensiunan,5.51,0.82,0.55,0,2025-05-11
CUST17501,Puput Usamah,53,Dosen,32.13,0.47,0.53,1,2025-10-12
CUST17502,Daryani Wasita,42,Karyawan Swasta,9.83,0.23,0.08,0,2025-03-21
CUST17503,Jabal Riyanti,54,Freelancer,4.2,0.13,0.36,0,2025-09-07
CUST17504,Drs. Amalia Riyanti,52,Manager,34.94,0.25,0.88,1,2025-03-16
CUST17505,Shania Mandala,22,Konsultan,17.7,0.3,0.93,1,2025-06-09
CUST17506,Kamaria Oktaviani,20,Engineer,17.99,0.28,0.31,1,2024-12-30
CUST17507,"Drs. Zamira Maryati, S.Pt",28,Wiraswasta,5.13,0.35,0.61,1,2025-05-26
CUST17508,Galak Budiyanto,28,YouTuber,14.25,0.13,0.14,0,2025-05-25
CUST17509,Tgk. Sarah Wibisono,42,Karyawan Swasta,8.8,0.22,0.73,0,2025-10-21
CUST17510,R.A. Vanesa Pertiwi,43,Perawat,9.77,0.96,0.31,0,2025-08-20
CUST17511,Ridwan Nashiruddin,28,Pensiunan,6.62,0.31,0.51,0,2025-10-13
CUST17512,Umar Samosir,18,Content Creator,11.67,0.29,0.9,1,2025-09-08
CUST17513,"Kenari Lestari, M.Ak",30,Mahasiswa,1.53,0.45,0.12,0,2024-12-10
CUST17514,"drg. Mila Sinaga, S.IP",20,Konsultan,7.51,0.19,0.12,0,2025-09-06
CUST17515,Siska Riyanti,43,Perawat,5.5,0.35,0.94,0,2025-08-19
CUST17516,"Violet Rahayu, S.Psi",62,Engineer,16.11,0.9,0.86,1,2025-09-12
CUST17517,"Ganda Hidayat, S.H.",38,Marketing,5.58,0.27,0.48,0,2025-03-31
CUST17518,"Harjaya Suryono, M.M.",26,Mahasiswa,3.56,0.65,0.59,0,2025-05-22
CUST17519,Mila Waluyo,41,Driver Online,1.98,0.98,0.31,0,2025-09-03
CUST17520,Maman Hassanah,24,Engineer,16.07,0.15,0.86,1,2025-05-31
CUST17521,Vera Latupono,54,YouTuber,20.94,0.71,0.19,1,2025-03-06
CUST17522,Pandu Mandasari,31,Designer,9.59,0.18,0.8,1,2025-06-21
CUST17523,Mulyono Wahyuni,62,Perawat,6.49,0.01,0.7,0,2025-11-07
CUST17524,Kardi Dongoran,47,Designer,14.42,0.57,0.58,1,2025-06-02
